gene_name	WP3_D12_1	WP3_D12_2	WP3_D16_1	WP3_D16_2	PKD_10_D12_1	PKD_10_D12_2	PKD_10_D16_1	PKD_10_D16_2	PKD_11_D12_1	PKD_11_D12_2	PKD_11_D16_1	PKD_11_D16_2
CLCN6	451.376	432.684	550.827	477.704	595.918	576.985	590.121	616.721	617.883	668.467	560.518	584.757
MRC2	1.58377	0	3.53095	5.70204	4.10977	7.80881	10.9281	3.69295	5.31132	12.8552	11.9259	12.8646
NME1-NME2	101.672	49.6429	65.2507	101.924	82.94	61.515	77.7319	61.1333	40.855	51.486	71.9702	106.616
TSPAN9	856.813	765.262	889.803	856.258	945.255	1000.41	911.997	823.534	842.736	800.689	858.672	768.367
BTBD7	2151.55	2090.02	2877.72	2571.59	2587.13	2451.11	2548.21	2460.48	2589.27	2568.26	2277.88	2328.53
APBA3	144.915	151.272	150.654	128.296	192.132	216.043	202.667	171.722	222.19	226.802	169.348	194.139
MKS1	395.943	463.828	350.741	379.186	453.103	407.793	347.714	318.517	327.531	381.982	356.585	370.736
ABHD5	1008.07	1029.99	948.65	919.929	692.497	731.425	695.427	878	726.766	765.799	609.414	578.909
ANOS1	296.165	306.994	842.72	640.53	772.638	514.514	1187.19	774.597	1219.83	1115.64	1623.12	1442.01
AKAP8L	1090.21	1292.39	1352.43	1223.37	1606.9	1871.61	1427.35	1464.61	1720.29	1853.87	1598.73	1748.69
MBTD1	1442.02	1350.33	1666.59	1744.82	1774.4	1864.57	1705.8	1776.3	1974.92	2118.33	1657.7	1653.7
UTP18	906.71	765.26	875.676	782.13	649.344	686.307	641.78	747.822	800.24	732.744	698.858	720.42
RNF216	1039.74	978.815	971.011	849.604	1105.53	1029.9	883.193	901.084	1094.14	961.385	944.531	987.071
TTC19	1532.17	1354.69	1351.17	1428.72	1325.78	1215.56	1284.3	1246.78	1200.36	1173	1345.9	1334.42
PTBP1	6753.14	6976.33	5740.16	5345.63	5939.7	5643.17	4258.03	4480.47	5789.39	6098.8	4047.65	4037.17
DPF1	31.6754	31.1443	34.1325	13.3048	10.2744	26.0294	8.94121	10.1556	30.9827	18.3645	3.57777	7.01708
SYT7	168.672	193.54	502.573	580.658	679.143	646.396	1032.21	1387.62	719.68	655.614	1196.17	1175.36
LARS2	1457.07	1524.96	1206.41	1272.51	1346.98	1438.56	1316.35	1236.22	1259.67	1352.55	1048.29	1054.9
PIK3C2A	3449.45	3383.61	3767.57	3657.77	3792.34	3720.46	3469.24	3933.82	3959.76	3645.26	3193.74	2985.79
PLAUR	67.3103	64.5132	74.15	46.5667	105.827	163.985	42.7191	16.6183	84.9811	80.8039	42.9333	42.1025
ANLN	1881.54	1878.66	1248.78	908.521	242.477	217.779	448.053	300.052	149.602	202.01	370.896	346.176
WIZ	1035	1037.77	1063.99	1002.61	1169.23	1127.94	1085.86	1045.11	1038.36	1099.12	1061.41	1045.54
RABGAP1	2713.78	2578.3	2571.68	2672.37	3187.19	3011.62	2689.3	3015.3	3173.5	3167.92	3027.99	2854.79
QPCTL	137.788	141.262	129.468	157.757	136.65	124.941	169.883	91.4006	89.4072	108.351	145.496	154.376
PPP5C	1588.52	1523.85	1346.46	1269.66	1276.09	1239	1267.67	1242.67	1172.92	1267.15	1266.53	1245.53
CEP68	372.187	341.475	286.007	301.258	517.832	469.401	574.233	487.47	601.065	585.827	566.481	562.554
MAP4K3	1267.82	1484.91	1590.11	1633.62	1542.2	1412.52	1774.33	2173.32	1723.52	1702.41	1773.37	1686.43
LDAF1	900.374	853.133	846.252	1130.91	807.573	800.839	626.879	697.969	667.455	694.178	726.288	753.165
BRCA1	2073.16	1890.91	717.96	656.684	475.707	423.41	420.237	253.89	346.121	364.536	326.77	284.192
ERCC1	375.332	401.533	627.431	525.569	465.472	482.219	578.123	543.75	559.946	564.255	588.251	613.172
CD22	91.0669	86.7592	22.3627	16.1558	153.089	142.294	58.6146	12.0021	211.568	194.664	153.844	81.8659
SEMA3B	169.464	185.754	628.509	478.021	281.52	242.941	1210.04	1212.21	293.008	239.657	1612.38	1454.87
MBTPS2	788.718	728.557	656.475	688.047	789.077	722.257	862.188	781.29	684.892	790.619	875.361	785.93
PRICKLE3	165.193	186.102	162.717	192.772	174.926	159.88	146.805	139.434	181.575	156.298	153.73	155.643
LTF	48.3051	40.0427	41.1944	55.1197	9.24699	2.60294	12.9151	12.9253	21.2453	15.6098	15.5037	23.3903
EXTL3	1583.77	1666.21	1454.75	1390.35	1846.32	1876.71	1618.35	1416.25	1802.31	1790.54	1565.87	1471.24
NR1H4	1435.69	1431.53	434.307	742.218	880.52	973.496	274.197	329.596	715.258	797.939	243.288	192.97
ELOVL5	2761.29	2903.08	2004.38	1736.3	1417.87	1399.52	712.316	688.735	1446.46	1551.81	983.89	813.982
ALOX5	614.505	692.964	1751.37	2418.61	370.907	474.6	524.551	670.275	306.286	310.36	627.302	774.215
KDM5D	1149.82	1212.41	988.669	1024.46	1549.39	1489.74	1413.71	1338.67	1365.01	1498.55	1344.05	1312.19
CALCOCO1	1048.46	1026.65	1701.92	1865.52	1663.43	1826.39	2102.18	1731.06	1581.89	1588.53	2267.11	2303.94
UBR7	1284.44	1216.85	780.341	814.443	709.964	799.075	902.071	757.978	809.976	632.656	729.865	778.895
MAP4K5	1172.79	1147.89	1458.28	1439.76	1282.25	1311.88	1409.72	1555.65	1366.78	1421.42	1454.96	1437.34
EHD3	350.806	357.047	561.421	382.987	381.182	412.999	360.629	355.446	363.825	417.793	411.444	348.515
PSMC4	1961.49	2143.39	1853.74	1940.61	2075.44	2238.5	1579.61	1621.21	1874.02	2053.15	1487.17	1432.65
MAN2B2	814.062	784.169	676.765	829.646	784.967	827.733	717.284	699.812	804.665	798.855	853.896	815.15
CLDN11	7.9186	2.22459	5.88492	6.65238	8.21955	8.67645	12.9151	4.61619	24.7861	11.0187	23.8518	14.0342
SLC25A39	1318.49	1324.75	1281.74	1247.8	1395.26	1520.98	1401.78	1453.17	1208.32	1311.22	1354.78	1374.18
MVP	1914.8	1923.16	2559.93	2531.71	1453.84	1625.95	1556.77	1628.61	1439.37	1342.45	1780.53	1561.29
NUB1	1188.58	1255.74	1264.08	1216.43	1110.26	1185.02	1304.42	1230.68	1332.25	1322.14	1397.64	1440.84
PGM3	1135.45	1431.48	1397.56	1129.91	1374.04	1253.9	1165.8	1132.59	1089.48	1137.08	1239.67	1339.88
RWDD2A	152.042	191.315	190.671	158.707	171.583	188.279	227.504	168.952	181.47	193.746	206.318	159.054
CLK1	724.576	737.453	1033.39	1091.94	951.414	776.542	1368.01	1504.87	1010.92	1035.76	1477.62	1430.31
POLR3B	700.82	610.648	676.768	751.722	641.126	607.353	602.046	723.819	582.475	577.561	494.926	514.584
ANGEL1	650.289	694.181	543.114	544.671	879.907	750.999	648.688	526.346	726.852	690.837	668.369	695.838
RNF14	1169.61	1175.69	1002.79	1023.52	1118.89	1139.22	1212.03	1294.39	1136.62	1127.58	1118.65	1077.12
DNASE1L1	293.265	268.032	258.402	291.148	287.737	225.538	239.659	242.89	227.105	285.251	289.351	282.815
DDX11	874.186	833.2	469.076	394.764	413.292	504.769	292.663	279.843	362.599	433.452	411.49	368.378
HEBP1	589.951	597.302	626.154	704.205	511.669	504.102	682.511	786.599	509.002	518.798	657.116	681.827
GPRC5A	4471.8	5185.49	8378.88	7428.83	2400.1	2294.91	3333.07	2120.68	3384.19	3062.29	4726.29	4840.64
MAMLD1	45.9294	72.2993	57.6722	39.9143	79.1132	74.6175	43.7126	18.4648	45.1462	75.2945	66.7851	71.3403
TACC3	1570.3	1536.08	886.268	856.257	269.19	265.5	350.694	265.893	240.78	226.802	380.436	305.243
UFL1	1598.82	1588.36	1652.49	1734.37	1636.72	1542.67	1698.83	1884.33	1687.23	1587.61	1475.23	1429.14
POLA2	852.864	908.727	276.137	312.355	180.267	258.5	209.145	95.874	160.053	182.331	159.743	134.035
ZC3H3	353.181	373.732	404.882	376.335	414.06	426.881	326.851	385.913	370.022	422.384	382.822	383.6
CAPN1	5946.94	5664.98	7324.21	7787.14	5512.22	5649.17	7151.93	7491.14	5720.24	5696.68	6913.37	6724.84
ACP3	203.515	220.235	214.211	114.041	283.574	254.22	437.125	328.673	205.371	188.236	503.273	394.126
MDH1	2608.48	2646.17	2240.98	2186.71	2352.86	2201.24	2918.58	2978.38	2112.14	2044.91	2601.02	2246.66
SLC30A9	2796.94	2717.34	2572.87	2779.75	2892.26	2817.25	2860.2	3116.85	2697.26	2685.8	2692.87	2527.33
MTMR11	296.165	223.572	250.698	271.797	396.593	448.572	434.145	340.675	415.168	396.673	504.466	359.04
COX15	1681.44	1657.39	1312.66	1447.45	1603.79	1495.45	1404.07	1382.79	1401.18	1396.15	1445.63	1226.86
CCDC88C	1951.99	1851.97	1433.56	1351.38	1078.82	1245.07	1094.8	995.251	1270.28	1340.61	1147.27	1183.55
YAF2	299.333	243.593	274.237	264.195	296.931	289.793	355.661	265.892	300.09	283.732	263.562	291.209
ZMYND11	2747.06	2652.83	2282.18	2324.54	2860.42	2596.85	2498.58	2553.7	2507.84	2717.96	2208.68	2327.33
WAS	6.33509	5.56149	1.17698	14.2551	5.13722	10.4117	1.98694	10.1556	11.5079	15.6098	11.9259	9.3561
DPEP1	91.0668	63.4009	52.9643	30.4109	24.6586	28.6323	14.902	14.7718	53.9984	65.194	32.1999	15.2037
BID	877.408	969.919	1377.08	1478.72	900.042	930.115	1145.47	1425.48	906.462	853.951	1039.94	1164.84
MATR3	8918.79	8862.62	6851.04	7829.93	7701.98	8531.92	7412.72	8440.24	9208.85	8711.35	7657.01	7067.41
NPC1L1	477.507	431.571	419.006	421.952	242.476	225.587	125.177	86.7844	210.682	212.11	127.607	115.782
XYLT2	449.791	436.02	474.325	485.625	519.886	455.514	709.334	569.639	478.903	446.258	660.694	633.875
RGPD5	754.484	947.919	629.435	914.577	1056.08	903.18	834.327	1009.14	840.441	663.144	1143.76	829.15
NUDCD3	2123.04	2101.14	2100.91	2093.62	2084.7	2111	1907.44	1761.53	2004.12	2102.74	1900.98	2047.82
ISL1	25.3404	24.4705	11.7698	4.7517	42.1252	44.2499	16.889	12.9253	3.54088	9.18226	2.38518	0
CHDH	692.791	648.279	499.039	357.933	515.467	486.26	408.051	418.145	540.542	514.121	357.777	347.343
IL20RA	34.0511	23.3582	54.1413	83.63	19.5214	31.2352	25.8302	19.388	7.08176	19.2827	20.274	17.5427
GLT8D1	930.464	989.945	967.481	1104.29	927.78	919.702	1168.32	962.011	891.417	956.792	963.613	920.406
ATP2C1	3461.1	3634.99	3340.29	3533.37	2819.2	3010.53	3031.08	3000.46	2522.87	2625.21	2983.74	3014.88
SLC38A5	110.864	132.363	92.9818	57.0204	61.6466	65.941	22.8498	25.8507	122.16	120.288	52.474	49.1195
RALBP1	8738.7	8962.94	11966.1	13810.1	4071.77	4381.52	5134.26	6697.07	4599.7	4508.56	4901.53	4616.12
RUFY3	1585.35	1608.38	1450.04	1579.46	2029.19	2172.57	1762.4	1816	1997.95	2046.72	1722.1	1720.35
CNTN1	60.9752	73.4116	56.4952	44.666	89.3876	65.941	110.275	134.793	32.7531	45.9113	65.5925	74.8488
SLC11A1	8.71075	12.2353	8.23889	17.1061	10.2744	9.5441	27.8171	42.4689	13.2783	11.9369	26.237	23.3903
WWTR1	2766.91	2923.02	3034.5	2475.46	3043.04	2808.98	3010.93	2648.16	2812.28	2833.81	2744.12	2505
AGPS	2690.83	2612.79	1853.75	1898.78	2421.68	2282.77	1954.16	1824.32	2505.17	2383.71	1833.01	1672.4
STEEP1	616.884	573.944	667.351	715.607	471.583	499.764	585.154	646.269	501.034	492.169	571.25	502.891
TTC27	509.974	498.311	507.279	465.669	472.622	451.175	452.03	372.066	456.775	533.489	409.057	354.362
ZNF582	55.3022	50.7232	55.6529	70.3199	87.6827	85.6346	112.721	75.5341	106.173	102.695	58.1198	78.6475
VSIG2	114.032	146.823	251.874	363.98	35.9605	49.4558	44.7061	51.7013	56.6541	57.8482	59.6295	105.256
PHLDB1	986.689	1055.13	1746.88	1322.67	1029.5	1070.33	1644.19	1026.64	1285.34	1265.32	1651.74	1607.84
CYP24A1	38.0105	47.8288	4.70793	25.6592	42.1252	26.897	25.8302	8.30914	138.98	76.2128	73.9406	78.3573
PRDM11	475.132	546.136	460.201	429.554	813.739	674.158	963.663	776.44	835.65	813.549	974.343	980.052
SYT13	106.113	95.6575	136.53	74.1266	128.43	87.6322	304.001	245.581	147.832	108.351	220.629	254.954
SNAI2	0.791886	2.22459	5.88492	0	1.02744	5.20587	0	0	12.3931	11.0187	16.6963	19.8817
CD74	924.919	984.382	932.172	968.4	1156.91	1381.29	1321.32	946.318	1386.25	1427.84	1073.33	859.593
ZRANB1	1194.3	1314.73	1262.53	1253.36	1483.47	1490.8	1447.69	1483.31	1555.7	1613.32	1375.38	1419.35
NCDN	457.71	408.212	535.528	437.156	527.08	548.35	543.427	556.713	503.69	500.433	456.762	502.889
ADGRA2	0.975035	1.32771	15.1958	5.84177	1.44E-32	1.04615	16.4777	2.25474	5.32596	3.30297	29.8568	60.098
ZFP64	415.74	457.153	369.574	426.703	523.997	471.131	429.179	409.917	499.264	489.414	368.511	449.093
MNAT1	340.511	333.689	393.113	324.066	296.932	398.249	308.968	387.76	393.037	318.624	349.429	305.243
SAMD4A	240.734	223.572	802.702	564.501	334.946	308.882	558.331	385.913	487.756	476.559	763.26	921.577
MRE11	1232.18	1077.81	939.231	975.049	841.476	770.468	819.612	865.074	950.728	856.705	961.226	824.508
PLEKHB1	153.626	169.069	163.601	186.267	137.678	114.529	202.668	156.027	200.945	193.746	208.704	230.394
SERPINB1	608.961	559.485	536.705	659.537	386.319	451.176	513.624	524.4	405.43	404.937	595.103	506.399
SLC7A9	2.37566	3.33689	1.17698	6.65238	1.02744	6.07352	11.9216	6.46266	1.77044	0.918226	1.19259	5.84756
SPAST	1230.59	1262.46	1358.24	1234.49	1440.47	1425.55	1183.22	1233.44	1578.34	1494.88	1184.24	1151.97
NRXN3	0.791886	2.22459	2.35397	1.90068	4.10977	0.867645	3.97387	7.3859	24.7862	29.3832	42.9333	44.4415
OSBPL5	216.185	197.989	261.29	248.989	157.199	196.088	236.445	259.43	185.011	147.834	213.474	258.462
AQR	1986.84	2059.97	2067.95	2096.46	1855.56	1875.85	1963.09	2157.61	2073.2	1946.64	1917.68	1833.81
CPS1	29.2998	32.2566	23.5397	18.0565	408.922	376.558	357.648	296.359	224.846	106.514	116.874	118.121
FHL1	22.1728	24.4705	15.3008	9.50341	19.5214	7.80881	14.902	17.5415	5.31132	4.59113	10.7333	5.84756
RTF2	1450.73	1509.39	1458.29	1574.71	1361.35	1367.41	1416.69	1482.72	1403.97	1369.99	1386.99	1277.11
SLC45A4	863.949	932.104	788.581	802.088	1178.48	989.985	629.86	709.046	881.679	930.163	676.199	657.266
RNF10	3553.21	3676.13	3387.37	3745.3	3557.02	3743.92	3104.59	3063.29	3427.56	3606.8	3105.49	2833.73
ZNF839	226.634	206.248	186.127	177.878	186.923	188.175	192.209	188.452	212.322	226.433	192.128	207.87
ZDHHC6	1565.59	1544	1286.85	1168.94	1019.3	1110.64	906.165	992.489	1072	1114.05	902.838	935.622
GRAMD1B	267.658	304.769	204.795	122.594	330.837	249.014	360.629	372.988	359.399	377.391	333.926	307.581
RNH1	935.218	956.574	1000.44	934.185	867.162	840.747	916.972	1018.33	928.595	908.126	1008.93	980.052
NDUFS1	4065.5	4037.6	3941.72	3982.87	3658.7	3563.45	4837.15	5625.31	3757.78	3353.35	3942.66	3857.04
RB1CC1	1749.28	1794.13	2006.75	1952	2424.74	2091.02	1859.77	2284.08	2416.65	2321.26	1984.47	1810.41
ERP44	1587.73	1875.33	1375.89	1386.55	1763.09	1651.13	1340.19	1330.38	1445.56	1659.24	1278.46	1354.29
ALAS1	2143.64	1993.25	1779.59	2009.99	2041.51	2535.25	1627.31	1575.95	2009.46	1985.2	1185.44	1218.63
BIRC3	624.797	686.288	594.375	499.879	876.406	861.573	644.762	350.83	464.74	546.346	571.251	452.601
AKAP11	4202.54	4127.73	3639.23	4029.44	3804.62	3613.74	4093.09	4711.28	4146.37	4033.77	3951.05	3854.71
GLRX2	397.736	418.912	310.061	328.622	322.722	322.492	363.62	404.209	383.782	361.683	352.558	376.568
SNAPC1	247.859	304.769	313.078	249.94	283.574	206.5	239.426	240.965	310.712	278.222	302.909	276.005
DERA	606.583	596.19	349.564	389.641	481.87	418.204	382.484	348.984	449.693	438.913	430.526	442.076
STRAP	3099.47	3502.7	3244.9	3138.01	3386.51	3490.54	2627.73	2733.72	3513.46	3458.96	2658.26	2590.47
ABCC2	15.0458	10.0107	15.3008	12.3544	25.6861	13.8823	16.889	10.1556	38.0644	24.7921	15.5037	23.3903
DEF6	76.0211	66.7378	51.7873	78.8783	91.4425	100.647	49.6734	38.776	91.1776	100.087	70.3629	102.917
PLEKHO1	135.413	145.711	127.114	82.6796	190.077	202.161	115.242	65.5499	249.632	227.72	114.489	132.155
GCLM	818.022	847.572	1182.87	998.807	562.01	578.72	596.081	791.22	581.592	495.84	574.83	514.585
UBR2	1835.56	2009.94	1753.7	1715.36	2044.6	1940.92	1851.81	2034.83	2067.91	2129.37	1747.13	1653.68
EHD2	50.6807	57.8394	134.176	69.3749	25.6861	31.2352	51.6603	90.4773	90.2924	56.93	149.074	161.393
DEPDC1	753.083	745.23	520.228	463.727	78.0857	58.9999	186.772	140.332	33.6384	47.7477	195.585	182.444
CCDC28A	165.504	156.834	218.919	179.614	179.803	163.117	172.863	189.264	142.52	194.664	172.926	143.85
RRAGD	545.61	559.483	607.325	492.277	706.883	604.751	1405.77	1628.6	777.224	767.635	1093.61	947.307
HSF2	297.75	338.139	231.866	242.337	276.382	233.397	241.413	228.04	316.024	289.241	290.992	252.615
PHF20	1150.61	1378.14	1277.03	1334.28	1198	1052.45	997.441	1096.81	1347.3	1086.26	1116.27	1112.21
HSD17B6	7.91886	14.4599	4.70793	0.950341	4.10977	0	4.96734	0.923238	0	2.75468	0	4.67805
NR1H3	497.304	464.94	335.44	533.141	342.139	448.573	127.164	180.955	289.467	359.944	134.763	156.715
TYMP	70.4779	71.187	91.8047	90.2823	90.415	91.1027	80.5421	50.7781	52.228	59.6847	42.9333	50.289
NCAPH2	892.483	852.641	513.291	516.768	459.004	457.099	404.162	393.368	403.964	479.033	424.713	422.056
TOMM34	703.195	731.891	858.021	914.228	795.241	802.572	835.506	757.978	754.207	849.359	739.406	774.217
SEC63	2962.39	3093.58	2938.91	2829.15	3100.77	3131.83	2731.98	2815.8	3000.63	3141.13	2881.15	2923.7
KPNA6	3286.72	3136.66	3199.04	3236.89	3396.75	3151.29	2700.22	2993.14	3526.73	3235.81	2818.06	2679.36
VIM	3171.32	3423.79	3796.01	2507.99	8000.66	7757.6	4130.91	2509.49	10245.8	11176.8	7474.61	6865.6
RTEL1-TNFRSF6B	64.6496	69.9941	41.5111	47.0377	86.774	105.131	109.276	106.352	76.3792	102.109	64.7566	129.421
FAS	425.621	442.277	239.347	211.717	440.814	375.2	489.54	355.237	378.66	286.373	556.552	491.46
RNASET2	603.418	622.886	666.173	784.981	611.426	563.969	641.438	753.781	384.185	395.755	666.658	739.132
CD44	101.361	142.374	195.379	92.1831	90.415	102.382	11.9216	12.9253	68.1619	153.344	71.5554	72.5098
KCNG1	506.806	458.267	1007.5	1087.19	417.142	516.249	225.517	359.139	287.696	314.951	174.118	302.904
AGPAT4	355.558	313.667	423.715	368.731	566.12	485.015	405.334	329.596	573.62	533.488	481.808	567.213
BTN3A1	661.218	726.986	613.913	772.549	665.673	719.341	605.571	440.46	792.535	694.932	700.386	671.183
MIPEP	832.272	804.19	761.508	699.451	649.344	679.366	815.637	741.36	630.276	530.734	696.473	624.52
PRKCH	711.108	686.288	1896.11	2174.38	693.527	717.542	881.211	1151.28	661.899	606.947	852.82	804.624
IFNGR1	1003.32	967.697	1213.47	1243.99	1215.47	1254.61	1151.43	1102.35	1064.04	1185.43	967.193	1073.61
B4GALT7	305.668	264.727	255.406	266.095	318.508	331.441	282.145	256.66	286.812	316.788	323.192	375.414
SH2D2A	7.12698	3.33689	2.35397	6.65238	4.10977	0.867645	0.993468	5.53943	9.73742	3.6729	2.38518	5.84756
VRK2	447.149	441.184	392.075	338.451	342.178	355.609	332.981	325.583	339.249	321.315	277.383	276.786
VEZT	2581.54	2600.54	2647.03	2782.6	2272.71	2309.68	2293.92	2168.68	2437.02	2447.99	2146.66	2361.23
POU2F2	10.2945	6.67378	27.0706	7.60273	5.13722	6.94116	10.9281	8.30914	19.4748	14.6916	13.1185	15.2037
BRD9	642.217	645.128	773.277	690.898	604.383	636.852	543.426	522.716	601.949	579.4	609.413	602.299
SNX1	1972.59	1866.44	2410.47	2483.22	2151.47	2325.28	2180.68	2088.37	2313.98	2377.3	2178.87	2161.26
TBPL1	295.372	253.169	346.534	326.511	335.716	325.545	228.878	232.303	353.749	289.114	241.822	273.665
BMAL2	749.124	783.057	1193.46	922.782	621.603	575.248	631.847	553.943	631.163	731.827	629.688	661.944
BCLAF1	8675.25	7917.74	7319.74	7564.41	7292.32	7409.27	7061.69	7860.01	8152.08	8131.11	7047.09	6858.51
SLC39A9	2369.35	2353.6	2403.38	2401.49	2449.4	2354.77	2689.3	2669.97	2558.29	2290.99	2387.57	2237.31
ANK1	3.16754	3.33689	1.17698	0.950341	9.24699	13.0147	7.94774	24.9274	6.19654	8.26403	1.19259	1.16951
TFB1M	353.781	357.82	351.274	354.975	284.957	344.824	249.876	232.143	340.186	297.193	222.319	274.197
RABEP1	1396.7	1475.62	1503.76	1312.39	1519.86	1530.29	1568.37	1677.05	1666.6	1540.27	1551.21	1602.38
HMGB3	1864.1	1711.82	1978.51	1946.3	1641.85	1955.67	2116.08	1396.86	2112.13	1947.57	1899.8	1767.14
NUP160	2504.71	2344.71	1727.81	1765.73	1990.14	1982.56	1708.77	1770.76	2059.02	2146.8	1658.89	1509.84
BAK1	526.606	529.453	572.013	574.002	613.384	572.644	708.345	669.344	611.684	586.744	443.646	513.416
IKZF2	2431.08	2344.75	3054.29	3740.95	2942.59	2672.36	2233.33	2906.75	2611.45	2477.53	2499.15	2462.99
GRN	3536.56	3607.21	4226.55	4514.08	4283.46	4047.57	4874.89	4773.22	3555.01	3662.76	4575.94	4115.55
FAM13B	1410.13	1352.75	1339.42	1227.06	1412.75	1444.63	1801.16	1999.74	1631.13	1608.73	1687.51	1653.69
ARHGAP31	77.6049	67.8501	235.397	229.982	151.034	133.617	713.31	627.802	172.618	143.243	704.821	640.893
CENPQ	273.201	253.604	158.893	148.253	110.964	124.073	74.5101	76.6287	114.193	93.659	87.0591	57.3061
SARS1	2010.59	2065.53	2609.38	2326.44	2083.67	2170.84	2566.1	2846.35	2568	2360.73	2948.1	3474.62
RANBP3	1227.42	1193.5	1061.64	1088.14	998.675	1068.94	976.58	1025.72	1146.36	1102.79	957.651	1002.27
ARID4A	778.419	697.409	875.676	1008.31	828.119	834.678	856.372	988.789	901.156	987.094	777.567	825.675
EIPR1	544.026	483.85	515.52	499.878	438.719	470.263	482.826	477.313	485.985	469.214	468.688	492.365
PNPLA6	856.661	908.673	1021.81	1010.21	1214.44	1078.02	1586.56	2001.53	1169.37	1115.06	1585.2	1442
IFT88	692.902	705.199	503.749	495.128	788.049	757.451	565.283	638.88	722.342	723.559	552.169	534.468
ALG1	489.204	516.261	444.224	450.279	454.409	397.622	369.088	407.328	392.149	336.371	372.512	352.502
ZCCHC8	795.846	858.69	742.675	741.267	852.776	857.233	935.846	972.168	839.187	859.457	1014.9	944.966
ABCF2	694.285	851.508	757.799	722.115	733.717	908.667	684.807	814.873	836.729	896.579	705.053	663.399
CHPF2	1113.17	1092.27	1553.55	1409.08	1558.36	1512.4	1509.2	1446.34	1329.29	1378.36	1559.31	1494.27
LRRC7	3.95943	8.89838	24.7167	8.55307	5.13722	3.47058	24.8367	8.30914	12.3931	4.59113	22.6592	24.5598
FUT8	506.015	631.784	422.537	403.74	654.343	500.232	413.751	333.644	470.982	516.043	436.431	431.34
UBA6	2613.21	2632.81	2395.15	2461.4	2413.46	2480.59	1915.41	2032.04	2486.58	2291.89	1813.93	1754.27
GAB2	811.684	854.245	961.596	973.149	616.467	753.121	709.337	703.507	802.007	791.512	675.006	712.233
ATP6V0A1	1442.81	1403.72	1360.59	1642.18	2157.63	2245.46	1808.11	1771.69	1919.16	1913.58	1824.67	1632.64
PIAS1	1192.87	1406.7	1870.95	1656.24	1357.69	1312.6	1736.75	1948.06	1472.24	1507.84	1710.93	1622.36
SLC4A7	1537.85	1668.44	1384.14	1528.16	1560.68	1447.24	917.963	928.777	1468.58	1613.32	1258.18	1206.94
APBA2	98.9858	94.5452	62.3801	58.9211	76.0308	85.0293	24.8367	9.23238	93.8333	105.596	59.6295	58.4756
MAP2K3	648.554	699.635	666.172	668.09	420.225	486.749	467.924	408.994	499.264	467.378	516.392	492.365
CLXN	9.50263	12.2353	4.70794	14.2551	43.1526	41.647	19.8694	10.1556	40.7201	5.50935	7.15554	3.50854
TMSB10	13614.1	12901.5	11727.5	12938.9	11431.3	12796	7523.53	6120.14	12023.1	12775.3	8313.55	8289.51
ASTE1	145.944	146.823	137.707	134.948	84.344	81.7402	81.4644	60.9857	139.865	157.935	100.286	121.76
RNF19A	1145.86	1105.62	1388.84	1391.3	1083.96	986.521	936.849	964.778	979.941	980.662	1017.28	904.037
PEX3	322.298	385.967	394.29	370.633	289.739	275.043	395.4	462.542	323.105	272.713	369.703	388.278
GABARAPL2	960.567	1062.25	1005.14	960.791	1170.25	1062.86	1079.9	1326.69	1158.76	1076.16	1187.82	1202.25
SH3YL1	1573.48	1525.98	1591.28	2077.05	1338.47	1528.88	1404.77	1526.11	1244.62	1255.05	1540.83	1571.83
FAM136A	1717.63	1739.65	1577.16	1414.1	1349.03	1383	1183.22	1165.13	1386.27	1491.22	1137.73	1008.12
